Year,Province name,District number,Election ,Registered voters in district,Valid votes in district,Invalid votes in district,Party name,Party number,Party number of votes,Number of DPR seats,,,,,,,,,,,,,,,
2014,Maluku,1,DPR,,,,Partai Golongan Karya ,5,"162,549",1,,,,,,,,,,,,,,,
2014,Maluku,1,DPR,,,,Partai Gerakan Indonesia Raya ,6,"130,794",1,,,,,,,,,,,,,,,
2014,Maluku,1,DPR,,,,Partai Demokrat,7,"66,517",,,,,,,,,,,,,,,,
2014,Maluku,1,DPR,,,,Partai Amanat Nasional ,8,"26,473",,,,,,,,,,,,,,,,
2014,Maluku,1,DPR,,,,Partai Persatuan Pembangunan ,9,"27,702",,,,,,,,,,,,,,,,
2014,Maluku,1,DPR,,,,Partai Hati Nurani Rakyat ,10,"27,120",,,,,,,,,,,,,,,,
2014,Maluku,1,DPR,,,,Partai Bulan Bintang ,14,"8,646",,,,,,,,,,,,,,,,
2014,Maluku,1,DPR,,,,Partai Keadilan dan Persatuan Indonesia,15,"14,541",,,,,,,,,,,,,,,,
2014,Maluku Utara,1,DPR,819020,627645,53741,,,,,,,,,,,,,,,,,,,
2014,Maluku Utara,1,DPR,,,,Partai Nasional Demokrat,1,"65,357",,,,,,,,,,,,,,,,
2014,Maluku Utara,1,DPR,,,,Partai Kebangkitan Bangsa,2,"22,655",,,,,,,,,,,,,,,,
2014,Maluku Utara,1,DPR,,,,Partai Keadilan Sejahtera ,3,"71,757",,,,,,,,,,,,,,,,
2014,Maluku Utara,1,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,4,"122,504",1,,,,,,,,,,,,,,,
2014,Maluku Utara,1,DPR,,,,Partai Golongan Karya ,5,"85,413",1,,,,,,,,,,,,,,,
2014,Maluku Utara,1,DPR,,,,Partai Gerakan Indonesia Raya ,6,"45,594",,,,,,,,,,,,,,,,
2014,Maluku Utara,1,DPR,,,,Partai Demokrat,7,"50,587",,,,,,,,,,,,,,,,
2014,Maluku Utara,1,DPR,,,,Partai Amanat Nasional ,8,"77,099",1,,,,,,,,,,,,,,,
2014,Maluku Utara,1,DPR,,,,Partai Persatuan Pembangunan ,9,"20,000",,,,,,,,,,,,,,,,
2014,Maluku Utara,1,DPR,,,,Partai Hati Nurani Rakyat ,10,"23,345",,,,,,,,,,,,,,,,
2014,Maluku Utara,1,DPR,,,,Partai Bulan Bintang ,14,"30,180",,,,,,,,,,,,,,,,
2014,Maluku Utara,1,DPR,,,,Partai Keadilan dan Persatuan Indonesia,15,"13,154",,,,,,,,,,,,,,,,
2014,Nusa Tenggara Barat,1,DPR,"3,468,251","2,412,489",347593,,,,,,,,,,,,,,,,,,,
2014,Nusa Tenggara Barat,1,DPR,,,,Partai Nasional Demokrat,1,"154,981",1,,,,,,,,,,,,,,,
2014,Nusa Tenggara Barat,1,DPR,,,,Partai Kebangkitan Bangsa,2,"182,320",1,,,,,,,,,,,,,,,
2014,Nusa Tenggara Barat,1,DPR,,,,Partai Keadilan Sejahtera ,3,"253,870",1,,,,,,,,,,,,,,,
2014,Nusa Tenggara Barat,1,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,4,"189,569",1,,,,,,,,,,,,,,,
2014,Nusa Tenggara Barat,1,DPR,,,,Partai Golongan Karya ,5,"333,282",1,,,,,,,,,,,,,,,
2014,Nusa Tenggara Barat,1,DPR,,,,Partai Gerakan Indonesia Raya ,6,"263,621",1,,,,,,,,,,,,,,,
2014,Nusa Tenggara Barat,1,DPR,,,,Partai Demokrat,7,"318,713",1,,,,,,,,,,,,,,,
2014,Nusa Tenggara Barat,1,DPR,,,,Partai Amanat Nasional ,8,"196,074",1,,,,,,,,,,,,,,,
2014,Nusa Tenggara Barat,1,DPR,,,,Partai Persatuan Pembangunan ,9,"172,421",1,,,,,,,,,,,,,,,
2014,Nusa Tenggara Barat,1,DPR,,,,Partai Hati Nurani Rakyat ,10,"222,410",1,,,,,,,,,,,,,,,
2014,Nusa Tenggara Barat,1,DPR,,,,Partai Bulan Bintang ,14,"83,768",,,,,,,,,,,,,,,,
2014,Nusa Tenggara Barat,1,DPR,,,,Partai Keadilan dan Persatuan Indonesia,15,"41,460",,,,,,,,,,,,,,,,
2014,Nusa Tenggara Timur,1,DPR,"1,371,486","1,098,431",43848,,,,,,,,,,,,,,,,,,,
2014,Nusa Tenggara Timur,1,DPR,,,,Partai Nasional Demokrat,1,"84,815",1,,,,,,,,,,,,,,,
2014,Nusa Tenggara Timur,1,DPR,,,,Partai Kebangkitan Bangsa ,2,"77,683",,,,,,,,,,,,,,,,
2014,Nusa Tenggara Timur,1,DPR,,,,Partai Keadilan Sejahtera ,3,"43,761",,,,,,,,,,,,,,,,
2014,Nusa Tenggara Timur,1,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,4,"181,859",1,,,,,,,,,,,,,,,
2014,Nusa Tenggara Timur,1,DPR,,,,Partai Golongan Karya ,5,"218,845",1,,,,,,,,,,,,,,,
2014,Nusa Tenggara Timur,1,DPR,,,,Partai Gerakan Indonesia Raya ,6,"114,910",1,,,,,,,,,,,,,,,
2014,Nusa Tenggara Timur,1,DPR,,,,Partai Demokrat ,7,"115,315",1,,,,,,,,,,,,,,,
2014,Nusa Tenggara Timur,1,DPR,,,,Partai Amanat Nasional,8,"147,298",1,,,,,,,,,,,,,,,
2014,Nusa Tenggara Timur,1,DPR,,,,Partai Persatuan Pembangunan ,9,"21,575",,,,,,,,,,,,,,,,
2014,Nusa Tenggara Timur,1,DPR,,,,Partai Hati Nurani Rakyat ,10,"46,151",,,,,,,,,,,,,,,,
2014,Nusa Tenggara Timur,1,DPR,,,,Partai Bulan Bintang ,14,"19,141",,,,,,,,,,,,,,,,
2014,Nusa Tenggara Timur,1,DPR,,,,Partai Keadilan dan Persatuan Indonesia,15,"27,078",,,,,,,,,,,,,,,,
2014,Nusa Tenggara Timur,2,DPR,"1,723,502","1,256,730",72967,,,,,,,,,,,,,,,,,,,
2014,Nusa Tenggara Timur,2,DPR,,,,Partai Nasional Demokrat,1,"186,149",1,,,,,,,,,,,,,,,
2014,Nusa Tenggara Timur,2,DPR,,,,Partai Kebangkitan Bangsa ,2,"53,242",,,,,,,,,,,,,,,,
2014,Nusa Tenggara Timur,2,DPR,,,,Partai Keadilan Sejahtera ,3,"18,238",,,,,,,,,,,,,,,,
2014,Nusa Tenggara Timur,2,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,4,"221,962",1,,,,,,,,,,,,,,,
2014,Nusa Tenggara Timur,2,DPR,,,,Partai Golongan Karya ,5,"233,351",2,,,,,,,,,,,,,,,
2014,Nusa Tenggara Timur,2,DPR,,,,Partai Gerakan Indonesia Raya ,6,"119,019",1,,,,,,,,,,,,,,,
2014,Nusa Tenggara Timur,2,DPR,,,,Partai Demokrat ,7,"200,695",1,,,,,,,,,,,,,,,
2014,Nusa Tenggara Timur,2,DPR,,,,Partai Amanat Nasional,8,"58,607",,,,,,,,,,,,,,,,
2014,Nusa Tenggara Timur,2,DPR,,,,Partai Persatuan Pembangunan ,9,"8,700",,,,,,,,,,,,,,,,
2014,Nusa Tenggara Timur,2,DPR,,,,Partai Hati Nurani Rakyat ,10,"102,104",1,,,,,,,,,,,,,,,
2014,Nusa Tenggara Timur,2,DPR,,,,Partai Bulan Bintang ,14,"21,768",,,,,,,,,,,,,,,,
2014,Nusa Tenggara Timur,2,DPR,,,,Partai Keadilan dan Persatuan Indonesia,15,"32,895",,,,,,,,,,,,,,,,
2014,Papua,1,DPR,3198372,2949189,83748,,,,,,,,,,,,,,,,,,,
2014,Papua,1,DPR,,,,Partai Nasional Demokrat,1,"298,176",1,,,,,,,,,,,,,,,
2014,Papua,1,DPR,,,,Partai Kebangkitan Bangsa,2,"251,772",1,,,,,,,,,,,,,,,
2014,Papua,1,DPR,,,,Partai Keadilan Sejahtera ,3,"159,653",1,,,,,,,,,,,,,,,
2014,Papua,1,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,4,"491,591",2,,,,,,,,,,,,,,,
2014,Papua,1,DPR,,,,Partai Golongan Karya ,5,"257,767",1,,,,,,,,,,,,,,,
2014,Papua,1,DPR,,,,Partai Gerakan Indonesia Raya ,6,"303,396",1,,,,,,,,,,,,,,,
2014,Papua,1,DPR,,,,Partai Demokrat,7,"700,150",2,,,,,,,,,,,,,,,
2014,Papua,1,DPR,,,,Partai Amanat Nasional ,8,"193,145",1,,,,,,,,,,,,,,,
2014,Papua,1,DPR,,,,Partai Persatuan Pembangunan ,9,"105,766",,,,,,,,,,,,,,,,
2014,Papua,1,DPR,,,,Partai Hati Nurani Rakyat ,10,"135,257",,,,,,,,,,,,,,,,
2014,Papua,1,DPR,,,,Partai Bulan Bintang ,14,"16,265",,,,,,,,,,,,,,,,
2014,Papua,1,DPR,,,,Partai Keadilan dan Persatuan Indonesia,15,"50,342",,,,,,,,,,,,,,,,
2014,Papua Barat,1,DPR,709101,573725,30829,,,,,,,,,,,,,,,,,,,
2014,Papua Barat,1,DPR,,,,Partai Nasional Demokrat,1,"27,401",,,,,,,,,,,,,,,,
2014,Papua Barat,1,DPR,,,,Partai Kebangkitan Bangsa,2,"18,174",,,,,,,,,,,,,,,,
2014,Papua Barat,1,DPR,,,,Partai Keadilan Sejahtera ,3,"13,961",,,,,,,,,,,,,,,,
2014,Papua Barat,1,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,4,"89,334",1,,,,,,,,,,,,,,,
2014,Papua Barat,1,DPR,,,,Partai Golongan Karya ,5,"160,242",1,,,,,,,,,,,,,,,
2014,Papua Barat,1,DPR,,,,Partai Gerakan Indonesia Raya ,6,"30,175",,,,,,,,,,,,,,,,
2014,Papua Barat,1,DPR,,,,Partai Demokrat,7,"143,869",1,,,,,,,,,,,,,,,
2014,Papua Barat,1,DPR,,,,Partai Amanat Nasional ,8,"45,242",,,,,,,,,,,,,,,,
2014,Papua Barat,1,DPR,,,,Partai Persatuan Pembangunan ,9,"11,325",,,,,,,,,,,,,,,,
2014,Papua Barat,1,DPR,,,,Partai Hati Nurani Rakyat ,10,"17,430",,,,,,,,,,,,,,,,
2014,Papua Barat,1,DPR,,,,Partai Bulan Bintang ,14,"5,812",,,,,,,,,,,,,,,,
2014,Papua Barat,1,DPR,,,,Partai Keadilan dan Persatuan Indonesia,15,"10,760",,,,,,,,,,,,,,,,
2014,Riau,1,DPR,2321634,1497856,174258,,,,,,,,,,,,,,,,,,,
2014,Riau,1,DPR,,,,Partai Nasional Demokrat,1,"102,473",,,,,,,,,,,,,,,,
2014,Riau,1,DPR,,,,Partai Kebangkitan Bangsa ,2,"115,444",,,,,,,,,,,,,,,,
2014,Riau,1,DPR,,,,Partai Keadilan Sejahtera ,3,"122,611",1,,,,,,,,,,,,,,,
2014,Riau,1,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,4,"241,648",1,,,,,,,,,,,,,,,
2014,Riau,1,DPR,,,,Partai Golongan Karya ,5,"232,278",1,,,,,,,,,,,,,,,
2014,Riau,1,DPR,,,,Partai Gerakan Indonesia Raya ,6,"145,252",1,,,,,,,,,,,,,,,
2014,Riau,1,DPR,,,,Partai Demokrat ,7,"140,856",1,,,,,,,,,,,,,,,
2014,Riau,1,DPR,,,,Partai Amanat Nasional,8,"193,454",1,,,,,,,,,,,,,,,
2014,Riau,1,DPR,,,,Partai Persatuan Pembangunan ,9,"90,671",,,,,,,,,,,,,,,,
2014,Riau,1,DPR,,,,Partai Hati Nurani Rakyat ,10,"60,949",,,,,,,,,,,,,,,,
2014,Riau,1,DPR,,,,Partai Bulan Bintang ,14,"37,870",,,,,,,,,,,,,,,,
2014,Riau,1,DPR,,,,Partai Keadilan dan Persatuan Indonesia,15,"14,350",,,,,,,,,,,,,,,,
2014,Riau,2,DPR,1757879,1171544,127579,,,,,,,,,,,,,,,,,,,
2014,Riau,2,DPR,,,,Partai Nasional Demokrat,1,"63,381",,,,,,,,,,,,,,,,
2014,Riau,2,DPR,,,,Partai Kebangkitan Bangsa ,2,"101,398",1,,,,,,,,,,,,,,,
2014,Riau,2,DPR,,,,Partai Keadilan Sejahtera ,3,"67,392",,,,,,,,,,,,,,,,
2014,Riau,2,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,4,"132,839",1,,,,,,,,,,,,,,,
2014,Riau,2,DPR,,,,Partai Golongan Karya ,5,"312,708",1,,,,,,,,,,,,,,,
2014,Riau,2,DPR,,,,Partai Gerakan Indonesia Raya ,6,"114,822",1,,,,,,,,,,,,,,,
2014,Riau,2,DPR,,,,Partai Demokrat ,7,"120,348",1,,,,,,,,,,,,,,,
2014,Riau,2,DPR,,,,Partai Amanat Nasional,8,"73,276",,,,,,,,,,,,,,,,
2014,Riau,2,DPR,,,,Partai Persatuan Pembangunan ,9,"96,530",,,,,,,,,,,,,,,,
2014,Riau,2,DPR,,,,Partai Hati Nurani Rakyat ,10,"51,757",,,,,,,,,,,,,,,,
2014,Riau,2,DPR,,,,Partai Bulan Bintang ,14,"24,399",,,,,,,,,,,,,,,,
2014,Riau,2,DPR,,,,Partai Keadilan dan Persatuan Indonesia,15,"12,978",,,,,,,,,,,,,,,,
2014,Sulawesi Barat,1,DPR,871684,659966,48656,,,,,,,,,,,,,,,,,,,
2014,Sulawesi Barat,1,DPR,,,,Partai Nasional Demokrat,1,"33,587",,,,,,,,,,,,,,,,
2014,Sulawesi Barat,1,DPR,,,,Partai Kebangkitan Bangsa,2,"50,166",,,,,,,,,,,,,,,,
2014,Sulawesi Barat,1,DPR,,,,Partai Keadilan Sejahtera ,3,"21,261",,,,,,,,,,,,,,,,
2014,Sulawesi Barat,1,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,4,"41,678",,,,,,,,,,,,,,,,
2014,Sulawesi Barat,1,DPR,,,,Partai Golongan Karya ,5,"123,048",1,,,,,,,,,,,,,,,
2014,Sulawesi Barat,1,DPR,,,,Partai Gerakan Indonesia Raya ,6,"98,461",1,,,,,,,,,,,,,,,
2014,Sulawesi Barat,1,DPR,,,,Partai Demokrat,7,"119,801",1,,,,,,,,,,,,,,,
2014,Sulawesi Barat,1,DPR,,,,Partai Amanat Nasional ,8,"93,977",,,,,,,,,,,,,,,,
2014,Sulawesi Barat,1,DPR,,,,Partai Persatuan Pembangunan ,9,"35,619",,,,,,,,,,,,,,,,
2014,Sulawesi Barat,1,DPR,,,,Partai Hati Nurani Rakyat ,10,"22,253",,,,,,,,,,,,,,,,
2014,Sulawesi Barat,1,DPR,,,,Partai Bulan Bintang ,14,"6,292",,,,,,,,,,,,,,,,
2014,Sulawesi Barat,1,DPR,,,,Partai Keadilan dan Persatuan Indonesia,15,"13,823",,,,,,,,,,,,,,,,
2014,Sulawesi Selatan,1,DPR,"2,214,175","1,454,596",150312,,,,,,,,,,,,,,,,,,,
2014,Sulawesi Selatan,1,DPR,,,,Partai Nasional Demokrat,1,"99,135",,,,,,,,,,,,,,,,
2014,Sulawesi Selatan,1,DPR,,,,Partai Kebangkitan Bangsa,2,"46,444",,,,,,,,,,,,,,,,
2014,Sulawesi Selatan,1,DPR,,,,Partai Keadilan Sejahtera ,3,"147,115",1,,,,,,,,,,,,,,,
2014,Sulawesi Selatan,1,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,4,"103,141",1,,,,,,,,,,,,,,,
2014,Sulawesi Selatan,1,DPR,,,,Partai Golongan Karya ,5,"205,288",1,,,,,,,,,,,,,,,
2014,Sulawesi Selatan,1,DPR,,,,Partai Gerakan Indonesia Raya ,6,"184,859",1,,,,,,,,,,,,,,,
2014,Sulawesi Selatan,1,DPR,,,,Partai Demokrat,7,"199,652",1,,,,,,,,,,,,,,,
2014,Sulawesi Selatan,1,DPR,,,,Partai Amanat Nasional ,8,"163,965",1,,,,,,,,,,,,,,,
2014,Sulawesi Selatan,1,DPR,,,,Partai Persatuan Pembangunan ,9,"123,091",1,,,,,,,,,,,,,,,
2014,Sulawesi Selatan,1,DPR,,,,Partai Hati Nurani Rakyat ,10,"113,526",1,,,,,,,,,,,,,,,
2014,Sulawesi Selatan,1,DPR,,,,Partai Bulan Bintang ,14,"15,364",,,,,,,,,,,,,,,,
2014,Sulawesi Selatan,1,DPR,,,,Partai Keadilan dan Persatuan Indonesia,15,"53,016",,,,,,,,,,,,,,,,
2014,Sulawesi Selatan,2,DPR,"2,267,677","1,623,915",102361,,,,,,,,,,,,,,,,,,,
2014,Sulawesi Selatan,2,DPR,,,,Partai Nasional Demokrat,1,"113,286",1,,,,,,,,,,,,,,,
2014,Sulawesi Selatan,2,DPR,,,,Partai Kebangkitan Bangsa,2,"70,266",,,,,,,,,,,,,,,,
2014,Sulawesi Selatan,2,DPR,,,,Partai Keadilan Sejahtera ,3,"107,095",1,,,,,,,,,,,,,,,
2014,Sulawesi Selatan,2,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,4,"112,263",1,,,,,,,,,,,,,,,
2014,Sulawesi Selatan,2,DPR,,,,Partai Golongan Karya ,5,"373,964",2,,,,,,,,,,,,,,,
2014,Sulawesi Selatan,2,DPR,,,,Partai Gerakan Indonesia Raya ,6,"271,072",1,,,,,,,,,,,,,,,
2014,Sulawesi Selatan,2,DPR,,,,Partai Demokrat,7,"180,747",1,,,,,,,,,,,,,,,
2014,Sulawesi Selatan,2,DPR,,,,Partai Amanat Nasional ,8,"135,876",1,,,,,,,,,,,,,,,
2014,Sulawesi Selatan,2,DPR,,,,Partai Persatuan Pembangunan ,9,"137,320",1,,,,,,,,,,,,,,,
2014,Sulawesi Selatan,2,DPR,,,,Partai Hati Nurani Rakyat ,10,"90,172",,,,,,,,,,,,,,,,
2014,Sulawesi Selatan,2,DPR,,,,Partai Bulan Bintang ,14,"22,683",,,,,,,,,,,,,,,,
2014,Sulawesi Selatan,2,DPR,,,,Partai Keadilan dan Persatuan Indonesia,15,"9,171",,,,,,,,,,,,,,,,
2014,Sulawesi Selatan,3,DPR,"1,777,189","1,325,654",61792,,,,,,,,,,,,,,,,,,,
2014,Sulawesi Selatan,3,DPR,,,,Partai Nasional Demokrat,1,"104,000",1,,,,,,,,,,,,,,,
2014,Sulawesi Selatan,3,DPR,,,,Partai Kebangkitan Bangsa,2,"52,120",,,,,,,,,,,,,,,,
2014,Sulawesi Selatan,3,DPR,,,,Partai Keadilan Sejahtera ,3,"84,756",,,,,,,,,,,,,,,,
2014,Sulawesi Selatan,3,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,4,"98,111",,,,,,,,,,,,,,,,
2014,Sulawesi Selatan,3,DPR,,,,Partai Golongan Karya ,5,"305,589",2,,,,,,,,,,,,,,,
2014,Sulawesi Selatan,3,DPR,,,,Partai Gerakan Indonesia Raya ,6,"204,331",1,,,,,,,,,,,,,,,
2014,Sulawesi Selatan,3,DPR,,,,Partai Demokrat,7,"109,506",1,,,,,,,,,,,,,,,
2014,Sulawesi Selatan,3,DPR,,,,Partai Amanat Nasional ,8,"107,039",1,,,,,,,,,,,,,,,
2014,Sulawesi Selatan,3,DPR,,,,Partai Persatuan Pembangunan ,9,"127,373",1,,,,,,,,,,,,,,,
2014,Sulawesi Selatan,3,DPR,,,,Partai Hati Nurani Rakyat ,10,"83,026",,,,,,,,,,,,,,,,
2014,Sulawesi Selatan,3,DPR,,,,Partai Bulan Bintang ,14,"19,613",,,,,,,,,,,,,,,,
2014,Sulawesi Selatan,3,DPR,,,,Partai Keadilan dan Persatuan Indonesia,15,"30,190",,,,,,,,,,,,,,,,
2014,Sulawesi Tengah,1,DPR,"1,901,790",1424748,72614,,,,,,,,,,,,,,,,,,,
2014,Sulawesi Tengah,1,DPR,,,,Partai Nasional Demokrat,1,"171,289",1,,,,,,,,,,,,,,,
2014,Sulawesi Tengah,1,DPR,,,,Partai Kebangkitan Bangsa,2,"71,783",,,,,,,,,,,,,,,,
2014,Sulawesi Tengah,1,DPR,,,,Partai Keadilan Sejahtera ,3,"83,990",,,,,,,,,,,,,,,,
2014,Sulawesi Tengah,1,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,4,"143,106",1,,,,,,,,,,,,,,,
2014,Sulawesi Tengah,1,DPR,,,,Partai Golongan Karya ,5,"274,610",1,,,,,,,,,,,,,,,
2014,Sulawesi Tengah,1,DPR,,,,Partai Gerakan Indonesia Raya ,6,"182,217",1,,,,,,,,,,,,,,,
2014,Sulawesi Tengah,1,DPR,,,,Partai Demokrat,7,"174,006",1,,,,,,,,,,,,,,,
2014,Sulawesi Tengah,1,DPR,,,,Partai Amanat Nasional ,8,"97,049",,,,,,,,,,,,,,,,
2014,Sulawesi Tengah,1,DPR,,,,Partai Persatuan Pembangunan ,9,"52,099",,,,,,,,,,,,,,,,
2014,Sulawesi Tengah,1,DPR,,,,Partai Hati Nurani Rakyat ,10,"123,646",1,,,,,,,,,,,,,,,
2014,Sulawesi Tengah,1,DPR,,,,Partai Bulan Bintang ,14,"26,087",,,,,,,,,,,,,,,,
2014,Sulawesi Tengah,1,DPR,,,,Partai Keadilan dan Persatuan Indonesia,15,"24,866",,,,,,,,,,,,,,,,
2014,Sulawesi Tenggara,1,DPR,"1,767,004","1,180,733",140514,,,,,,,,,,,,,,,,,,,
2014,Sulawesi Tenggara,1,DPR,,,,Partai Nasional Demokrat,1,"90,363",,,,,,,,,,,,,,,,
2014,Sulawesi Tenggara,1,DPR,,,,Partai Kebangkitan Bangsa,2,"58,772",,,,,,,,,,,,,,,,
2014,Sulawesi Tenggara,1,DPR,,,,Partai Keadilan Sejahtera ,3,"60,177",,,,,,,,,,,,,,,,
2014,Sulawesi Tenggara,1,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,4,"97,056",,,,,,,,,,,,,,,,
2014,Sulawesi Tenggara,1,DPR,,,,Partai Golongan Karya ,5,"178,294",1,,,,,,,,,,,,,,,
2014,Sulawesi Tenggara,1,DPR,,,,Partai Gerakan Indonesia Raya ,6,"123,957",1,,,,,,,,,,,,,,,
2014,Sulawesi Tenggara,1,DPR,,,,Partai Demokrat,7,"126,764",1,,,,,,,,,,,,,,,
2014,Sulawesi Tenggara,1,DPR,,,,Partai Amanat Nasional ,8,"271,231",1,,,,,,,,,,,,,,,
2014,Sulawesi Tenggara,1,DPR,,,,Partai Persatuan Pembangunan ,9,"99,140",1,,,,,,,,,,,,,,,
2014,Sulawesi Tenggara,1,DPR,,,,Partai Hati Nurani Rakyat ,10,"40,315",,,,,,,,,,,,,,,,
2014,Sulawesi Tenggara,1,DPR,,,,Partai Bulan Bintang ,14,"26,699",,,,,,,,,,,,,,,,
2014,Sulawesi Tenggara,1,DPR,,,,Partai Keadilan dan Persatuan Indonesia,15,"7,965",,,,,,,,,,,,,,,,
2014,Sulawesi Utara,1,DPR,"1,859,315","1,409,946",92335,,,,,,,,,,,,,,,,,,,
2014,Sulawesi Utara,1,DPR,,,,Partai Nasional Demokrat,1,"69,628",,,,,,,,,,,,,,,,
2014,Sulawesi Utara,1,DPR,,,,Partai Kebangkitan Bangsa,2,"23,930",,,,,,,,,,,,,,,,
2014,Sulawesi Utara,1,DPR,,,,Partai Keadilan Sejahtera ,3,"41,434",,,,,,,,,,,,,,,,
2014,Sulawesi Utara,1,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,4,"449,675",2,,,,,,,,,,,,,,,
2014,Sulawesi Utara,1,DPR,,,,Partai Golongan Karya ,5,"217,265",1,,,,,,,,,,,,,,,
2014,Sulawesi Utara,1,DPR,,,,Partai Gerakan Indonesia Raya ,6,"146,007",1,,,,,,,,,,,,,,,
2014,Sulawesi Utara,1,DPR,,,,Partai Demokrat,7,"163,775",1,,,,,,,,,,,,,,,
2014,Sulawesi Utara,1,DPR,,,,Partai Amanat Nasional ,8,"150,989",1,,,,,,,,,,,,,,,
2014,Sulawesi Utara,1,DPR,,,,Partai Persatuan Pembangunan ,9,"31,601",,,,,,,,,,,,,,,,
2014,Sulawesi Utara,1,DPR,,,,Partai Hati Nurani Rakyat ,10,"91,875",,,,,,,,,,,,,,,,
2014,Sulawesi Utara,1,DPR,,,,Partai Bulan Bintang ,14,"8,652",,,,,,,,,,,,,,,,
2014,Sulawesi Utara,1,DPR,,,,Partai Keadilan dan Persatuan Indonesia,15,"15,115",,,,,,,,,,,,,,,,
2014,Sumatera Barat,1,DPR,"2,052,014","1,344,720",86532,,,,,,,,,,,,,,,,,,,
2014,Sumatera Barat,1,DPR,,,,Partai Nasional Demokrat,1,"136,060",1,,,,,,,,,,,,,,,
2014,Sumatera Barat,1,DPR,,,,Partai Kebangkitan Bangsa,2,"40,408",,,,,,,,,,,,,,,,
2014,Sumatera Barat,1,DPR,,,,Partai Keadilan Sejahtera ,3,"111,750",1,,,,,,,,,,,,,,,
2014,Sumatera Barat,1,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,4,"103,069",1,,,,,,,,,,,,,,,
2014,Sumatera Barat,1,DPR,,,,Partai Golongan Karya ,5,"251,511",1,,,,,,,,,,,,,,,
2014,Sumatera Barat,1,DPR,,,,Partai Gerakan Indonesia Raya ,6,"153,689",1,,,,,,,,,,,,,,,
2014,Sumatera Barat,1,DPR,,,,Partai Demokrat,7,"143,703",1,,,,,,,,,,,,,,,
2014,Sumatera Barat,1,DPR,,,,Partai Amanat Nasional ,8,"150,297",1,,,,,,,,,,,,,,,
2014,Sumatera Barat,1,DPR,,,,Partai Persatuan Pembangunan ,9,"114,123",1,,,,,,,,,,,,,,,
2014,Sumatera Barat,1,DPR,,,,Partai Hati Nurani Rakyat ,10,"84,626",,,,,,,,,,,,,,,,
2014,Sumatera Barat,1,DPR,,,,Partai Bulan Bintang ,14,"37,304",,,,,,,,,,,,,,,,
2014,Sumatera Barat,1,DPR,,,,Partai Keadilan dan Persatuan Indonesia,15,"18,180",,,,,,,,,,,,,,,,
2014,Sumatera Barat,2,DPR,"1,570,451","1,060,619",72399,,,,,,,,,,,,,,,,,,,
2014,Sumatera Barat,2,DPR,,,,Partai Nasional Demokrat,1,"78,433",,,,,,,,,,,,,,,,
2014,Sumatera Barat,2,DPR,,,,Partai Kebangkitan Bangsa,2,"47,962",,,,,,,,,,,,,,,,
2014,Sumatera Barat,2,DPR,,,,Partai Keadilan Sejahtera ,3,"94,010",1,,,,,,,,,,,,,,,
2014,Sumatera Barat,2,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,4,"80,996",1,,,,,,,,,,,,,,,
2014,Sumatera Barat,2,DPR,,,,Partai Golongan Karya ,5,"151,738",1,,,,,,,,,,,,,,,
2014,Sumatera Barat,2,DPR,,,,Partai Gerakan Indonesia Raya ,6,"194,591",1,,,,,,,,,,,,,,,
2014,Sumatera Barat,2,DPR,,,,Partai Demokrat,7,"158,528",1,,,,,,,,,,,,,,,
2014,Sumatera Barat,2,DPR,,,,Partai Amanat Nasional ,8,"76,351",,,,,,,,,,,,,,,,
2014,Sumatera Barat,2,DPR,,,,Partai Persatuan Pembangunan ,9,"92,173",1,,,,,,,,,,,,,,,
2014,Sumatera Barat,2,DPR,,,,Partai Hati Nurani Rakyat ,10,"51,522",,,,,,,,,,,,,,,,
2014,Sumatera Barat,2,DPR,,,,Partai Bulan Bintang ,14,"28,389",,,,,,,,,,,,,,,,
2014,Sumatera Barat,2,DPR,,,,Partai Keadilan dan Persatuan Indonesia,15,"5,926",,,,,,,,,,,,,,,,
2014,Sumatera Selatan,1,DPR,"2,717,480","1,775,835",271720,,,,,,,,,,,,,,,,,,,
2014,Sumatera Selatan,1,DPR,,,,Partai Nasional Demokrat,1,"101,481",,,,,,,,,,,,,,,,
2014,Sumatera Selatan,1,DPR,,,,Partai Kebangkitan Bangsa,2,"93,615",,,,,,,,,,,,,,,,
2014,Sumatera Selatan,1,DPR,,,,Partai Keadilan Sejahtera ,3,"107,319",1,,,,,,,,,,,,,,,
